men,women,total,year,municipality,mun
24700,23900,24100,2009, Vaxholm,SE0187
26700,23900,24600,2009, Norrtälje,SE0188
26500,24800,25200,2009, Sigtuna,SE0191
26400,24300,24700,2009, Nynäshamn,SE0192
24700,23500,23700,2009, Håbo,SE0305
24700,23200,23400,2009, Älvkarleby,SE0319
24400,23500,23600,2009, Knivsta,SE0330
24800,23100,23400,2009, Heby,SE0331
24900,23100,23400,2009, Tierp,SE0360
24700,23600,23800,2009, Uppsala,SE0380
25400,23300,23700,2009, Enköping,SE0381
25800,22300,22800,2009, Östhammar,SE0382
24600,22800,23100,2009, Vingåker,SE0428
24800,23600,23800,2009, Gnesta,SE0461
25300,23400,23800,2009, Nyköping,SE0480
25400,23200,23500,2009, Oxelösund,SE0481
25100,23500,23800,2009, Flen,SE0482
25200,23500,23800,2009, Katrineholm,SE0483
25100,23900,24200,2009, Eskilstuna,SE0484
25700,23700,24000,2009, Strängnäs,SE0486
26000,23700,24100,2009, Trosa,SE0488
25000,22400,22900,2009, Ödeshög,SE0509
25300,22700,23100,2009, Ydre,SE0512
25400,22700,23100,2009, Kinda,SE0513
27900,23800,24400,2009, Boxholm,SE0560
26300,23700,24100,2009, Åtvidaberg,SE0561
24400,22300,22600,2009, Finspång,SE0562
26800,22600,23400,2009, Valdemarsvik,SE0563
25700,24000,24300,2009, Linköping,SE0580
24700,23100,23400,2009, Norrköping,SE0581
26200,23700,24200,2009, Söderköping,SE0582
25200,23600,24000,2009, Motala,SE0583
26500,23700,24200,2009, Vadstena,SE0584
25300,23100,23500,2009, Mjölby,SE0586
27500,23400,23900,2009, Aneby,SE0604
26600,23600,24100,2009, Gnosjö,SE0617
25200,23100,23500,2009, Mullsjö,SE0642
26100,23300,23800,2009, Habo,SE0643
25900,23300,23700,2009, Gislaved,SE0662
25700,23500,23800,2009, Vaggeryd,SE0665
25000,23300,23700,2009, Jönköping,SE0680
25500,23300,23700,2009, Nässjö,SE0682
26500,23900,24400,2009, Värnamo,SE0683
26400,23900,24300,2009, Sävsjö,SE0684
25200,23000,23300,2009, Vetlanda,SE0685
25400,23200,23600,2009, Eksjö,SE0686
25300,22900,23300,2009, Tranås,SE0687
26700,23700,24100,2009, Uppvidinge,SE0760
24900,23400,23700,2009, Lessebo,SE0761
25500,23100,23500,2009, Tingsryd,SE0763
25800,23200,23700,2009, Alvesta,SE0764
26300,23400,23900,2009, Älmhult,SE0765
26400,23700,24100,2009, Markaryd,SE0767
25300,23600,24000,2009, Växjö,SE0780
25400,23400,23700,2009, Ljungby,SE0781
24900,22800,23100,2009, Högsby,SE0821
26700,23500,24100,2009, Torsås,SE0834
22800,21800,22000,2009, Mörbylånga,SE0840
25400,23500,23900,2009, Hultsfred,SE0860
25000,23400,23600,2009, Mönsterås,SE0861
25800,23500,23800,2009, Emmaboda,SE0862
24300,23500,23700,2009, Kalmar,SE0880
24900,23300,23600,2009, Nybro,SE0881
25600,23400,23800,2009, Oskarshamn,SE0882
24900,22600,23100,2009, Västervik,SE0883
25700,23000,23500,2009, Vimmerby,SE0884
26200,23500,23900,2009, Borgholm,SE0885
27400,24300,25000,2009, Gotland,SE0980
26400,23000,23500,2009, Olofström,SE1060
24800,23100,23400,2009, Karlskrona,SE1080
24200,23000,23200,2009, Ronneby,SE1081
25300,23500,23800,2009, Karlshamn,SE1082
25200,23000,23300,2009, Sölvesborg,SE1083
24500,22800,23000,2009, Svalöv,SE1214
27700,24700,25300,2009, Staffanstorp,SE1230
24400,23200,23500,2009, Burlöv,SE1231
27200,26000,26300,2009, Vellinge,SE1233
26100,23600,24100,2009, Östra Göinge,SE1256
26100,23100,23500,2009, Örkelljunga,SE1257
25200,23500,23800,2009, Bjuv,SE1260
24900,23300,23600,2009, Kävlinge,SE1261
27000,25000,25400,2009, Lomma,SE1262
26600,24100,24600,2009, Svedala,SE1263
25600,23700,24000,2009, Skurup,SE1264
25000,23600,23800,2009, Sjöbo,SE1265
25800,23900,24200,2009, Hörby,SE1266
25400,23400,23900,2009, Höör,SE1267
24900,23800,23900,2009, Tomelilla,SE1270
25800,23300,23600,2009, Bromölla,SE1272
25400,22900,23400,2009, Osby,SE1273
25100,23100,23400,2009, Perstorp,SE1275
25200,22900,23400,2009, Klippan,SE1276
24400,23200,23400,2009, Åstorp,SE1277
25800,23700,24100,2009, Båstad,SE1278
25300,24100,24400,2009, Malmö,SE1280
24700,23700,23900,2009, Lund,SE1281
24600,23000,23400,2009, Landskrona,SE1282
26100,24200,24600,2009, Helsingborg,SE1283
25500,23500,24000,2009, Höganäs,SE1284
24800,23300,23600,2009, Eslöv,SE1285
25400,24100,24300,2009, Ystad,SE1286
25900,23700,24100,2009, Trelleborg,SE1287
25300,23700,24100,2009, Kristianstad,SE1290
25400,23500,23900,2009, Simrishamn,SE1291
25500,23400,23800,2009, Ängelholm,SE1292
25600,23200,23600,2009, Hässleholm,SE1293
26000,23400,23800,2009, Hylte,SE1315
25900,23700,24200,2009, Halmstad,SE1380
25500,23600,24000,2009, Laholm,SE1381
25200,23400,23700,2009, Falkenberg,SE1382
25800,23700,24100,2009, Varberg,SE1383
25900,23900,24200,2009, Kungsbacka,SE1384
25600,23800,24100,2009, Härryda,SE1401
25500,23900,24200,2009, Partille,SE1402
27000,24400,24900,2009, Öckerö,SE1407
25900,23800,24200,2009, Stenungsund,SE1415
26800,24100,24400,2009, Tjörn,SE1419
25700,23300,23700,2009, Orust,SE1421
26000,24100,24400,2009, Sotenäs,SE1427
26600,23300,23800,2009, Munkedal,SE1430
26000,23400,23800,2009, Tanum,SE1435
25400,23200,23600,2009, Dals-Ed,SE1438
25800,23100,23500,2009, Färgelanda,SE1439
26200,23900,24400,2009, Ale,SE1440
26300,24100,24500,2009, Lerum,SE1441
23900,22000,22300,2009, Vårgårda,SE1442
26600,22800,23300,2009, Bollebygd,SE1443
25600,23400,23800,2009, Grästorp,SE1444
24500,23300,23500,2009, Essunga,SE1445
23800,23000,23100,2009, Karlsborg,SE1446
25800,23200,23600,2009, Gullspång,SE1447
26400,23200,23700,2009, Tranemo,SE1452
24700,23200,23400,2009, Bengtsfors,SE1460
26800,23500,24000,2009, Mellerud,SE1461
25700,22800,23200,2009, Lilla Edet,SE1462
25100,23300,23600,2009, Mark,SE1463
25700,23300,23700,2009, Svenljunga,SE1465
25800,23100,23500,2009, Herrljunga,SE1466
25500,23200,23600,2009, Vara,SE1470
24500,23400,23600,2009, Götene,SE1471
26000,23500,24000,2009, Tibro,SE1472
24900,23500,23700,2009, Töreboda,SE1473
25700,24000,24300,2009, Göteborg,SE1480
25600,24100,24400,2009, Mölndal,SE1481
25900,22900,23400,2009, Kungälv,SE1482
25900,22900,23400,2009, Lysekil,SE1484
25400,23900,24300,2009, Uddevalla,SE1485
26500,24200,24700,2009, Strömstad,SE1486
24500,23700,23900,2009, Vänersborg,SE1487
25800,24500,24700,2009, Trollhättan,SE1488
25400,23900,24200,2009, Alingsås,SE1489
24100,23100,23300,2009, Borås,SE1490
25100,23300,23600,2009, Ulricehamn,SE1491
25700,23300,23700,2009, Åmål,SE1492
24900,23200,23600,2009, Mariestad,SE1493
25400,23800,24100,2009, Lidköping,SE1494
26000,23100,23600,2009, Skara,SE1495
25500,23400,23900,2009, Skövde,SE1496
24600,23100,23300,2009, Hjo,SE1497
23800,22800,23000,2009, Tidaholm,SE1498
25300,23400,23700,2009, Falköping,SE1499
24300,22600,22900,2009, Kil,SE1715
25200,23100,23400,2009, Eda,SE1730
25700,23700,24200,2009, Torsby,SE1737
25900,23400,23700,2009, Storfors,SE1760
24100,23300,23500,2009, Hammarö,SE1761
24900,23800,24000,2009, Munkfors,SE1762
23700,23100,23200,2009, Forshaga,SE1763
24800,23200,23400,2009, Grums,SE1764
24600,23300,23500,2009, Årjäng,SE1765
24600,22900,23200,2009, Sunne,SE1766
25500,23700,24100,2009, Karlstad,SE1780
25500,23800,24200,2009, Kristinehamn,SE1781
24300,22800,23100,2009, Filipstad,SE1782
25000,23700,24000,2009, Hagfors,SE1783
25100,23100,23500,2009, Arvika,SE1784
25400,22900,23300,2009, Säffle,SE1785
24900,21900,22200,2009, Lekeberg,SE1814
27300,23500,23900,2009, Laxå,SE1860
24400,22500,22900,2009, Hallsberg,SE1861
25600,24200,24500,2009, Degerfors,SE1862
23600,23600,23600,2009, Hällefors,SE1863
26700,23800,24200,2009, Ljusnarsberg,SE1864
24100,23000,23300,2009, Örebro,SE1880
24100,22900,23100,2009, Kumla,SE1881
23600,23100,23200,2009, Askersund,SE1882
24800,23400,23700,2009, Karlskoga,SE1883
26600,23700,24100,2009, Nora,SE1884
25100,23300,23600,2009, Lindesberg,SE1885
24000,22900,23100,2009, Skinnskatteberg,SE1904
24700,23100,23300,2009, Surahammar,SE1907
25000,23100,23400,2009, Kungsör,SE1960
24500,23200,23400,2009, Hallstahammar,SE1961
23900,23400,23500,2009, Norberg,SE1962
25300,23500,23900,2009, Västerås,SE1980
25400,23600,24000,2009, Sala,SE1981
21300,23200,22900,2009, Fagersta,SE1982
25400,23200,23600,2009, Köping,SE1983
25300,23000,23400,2009, Arboga,SE1984
23300,22700,22800,2009, Vansbro,SE2021
24400,22600,23000,2009, Malung-Sälen,SE2023
24600,23200,23400,2009, Gagnef,SE2026
25000,23300,23700,2009, Leksand,SE2029
24800,22900,23300,2009, Rättvik,SE2031
24800,23500,23800,2009, Orsa,SE2034
25500,22900,23300,2009, Älvdalen,SE2039
25000,22800,23200,2009, Smedjebacken,SE2061
24900,23100,23500,2009, Mora,SE2062
24900,23200,23500,2009, Falun,SE2080
24300,23200,23400,2009, Borlänge,SE2081
24300,22900,23100,2009, Säter,SE2082
24800,23000,23300,2009, Hedemora,SE2083
26100,23800,24200,2009, Avesta,SE2084
24400,22900,23200,2009, Ludvika,SE2085
24600,21500,21900,2009, Ockelbo,SE2101
24100,22000,22300,2009, Hofors,SE2104
25300,22500,23000,2009, Ovanåker,SE2121
23900,22600,22800,2009, Nordanstig,SE2132
25300,23400,23700,2009, Ljusdal,SE2161
25800,24100,24400,2009, Gävle,SE2180
25900,23700,24100,2009, Sandviken,SE2181
23900,21900,22300,2009, Söderhamn,SE2182
24900,23100,23500,2009, Bollnäs,SE2183
24200,23000,23200,2009, Hudiksvall,SE2184
25400,23200,23600,2009, Ånge,SE2260
24000,23100,23200,2009, Timrå,SE2262
24500,23700,23900,2009, Härnösand,SE2280
24900,23600,23800,2009, Sundsvall,SE2281
24300,23200,23400,2009, Kramfors,SE2282
24000,22700,23000,2009, Sollefteå,SE2283
24500,23300,23500,2009, Örnsköldsvik,SE2284
25300,22900,23300,2009, Ragunda,SE2303
24200,22200,22500,2009, Bräcke,SE2305
24400,23400,23600,2009, Krokom,SE2309
25300,23500,23800,2009, Strömsund,SE2313
25600,23000,23500,2009, Åre,SE2321
24600,23800,24000,2009, Berg,SE2326
25100,23200,23700,2009, Härjedalen,SE2361
23900,23400,23500,2009, Östersund,SE2380
24100,22600,22800,2009, Nordmaling,SE2401
23200,22500,22700,2009, Bjurholm,SE2403
24700,23300,23600,2009, Vindeln,SE2404
24000,23000,23200,2009, Robertsfors,SE2409
24000,22800,23000,2009, Norsjö,SE2417
23100,22500,22600,2009, Malå,SE2418
23500,22700,22900,2009, Storuman,SE2421
24300,22800,23200,2009, Sorsele,SE2422
23800,22400,22700,2009, Dorotea,SE2425
24500,23000,23400,2009, Vännäs,SE2460
23800,23100,23300,2009, Vilhelmina,SE2462
24500,22800,23100,2009, Åsele,SE2463
24500,23700,23900,2009, Umeå,SE2480
23600,22700,22900,2009, Lycksele,SE2481
24400,23300,23500,2009, Skellefteå,SE2482
25000,23800,24100,2009, Arvidsjaur,SE2505
24600,23800,24000,2009, Arjeplog,SE2506
25400,23600,23900,2009, Jokkmokk,SE2510
24600,23800,24000,2009, Överkalix,SE2513
24900,23600,23900,2009, Kalix,SE2514
23500,22200,22500,2009, Övertorneå,SE2518
24200,24000,24000,2009, Pajala,SE2521
24800,23700,24000,2009, Gällivare,SE2523
24400,22900,23200,2009, Älvsbyn,SE2560
24600,23900,24100,2009, Luleå,SE2580
25700,23700,24100,2009, Piteå,SE2581
24100,23400,23600,2009, Boden,SE2582
24600,23600,23800,2009, Haparanda,SE2583
26500,24400,24700,2009, Kiruna,SE2584
27700,25700,27000,2009, Local federation,SE3000
25700,24200,24500,2010, Sweden,SE00
26900,25700,25900,2010, Upplands Väsby,SE0114
25400,25000,25100,2010, Vallentuna,SE0115
25300,25100,25100,2010, Österåker,SE0117
25900,25300,25500,2010, Värmdö,SE0120
26300,25200,25500,2010, Järfälla,SE0123
25700,25300,25400,2010, Ekerö,SE0125
26100,24900,25200,2010, Huddinge,SE0126
26400,24800,25100,2010, Botkyrka,SE0127
27000,25300,25700,2010, Salem,SE0128
26600,25100,25400,2010, Haninge,SE0136
26400,25400,25600,2010, Tyresö,SE0138
25200,24100,24300,2010, Upplands-Bro,SE0139
27000,24800,25200,2010, Nykvarn,SE0140
27400,27100,27100,2010, Täby,SE0160
26200,25500,25700,2010, Danderyd,SE0162
26500,25700,25900,2010, Sollentuna,SE0163
26100,25800,25900,2010, Stockholm,SE0180
26100,24400,24700,2010, Södertälje,SE0181
27000,26000,26200,2010, Nacka,SE0182
26500,25100,25400,2010, Sundbyberg,SE0183
26300,26000,26100,2010, Solna,SE0184
26000,25600,25700,2010, Lidingö,SE0186
25000,24700,24700,2010, Vaxholm,SE0187
27000,24500,25100,2010, Norrtälje,SE0188
27100,25300,25700,2010, Sigtuna,SE0191
27000,24900,25300,2010, Nynäshamn,SE0192
25700,24100,24400,2010, Håbo,SE0305
24200,23600,23700,2010, Älvkarleby,SE0319
24000,23600,23700,2010, Knivsta,SE0330
25200,23600,23900,2010, Heby,SE0331
25100,23500,23800,2010, Tierp,SE0360
25200,24300,24500,2010, Uppsala,SE0380
25700,23600,24000,2010, Enköping,SE0381
25100,22900,23300,2010, Östhammar,SE0382
25100,23500,23700,2010, Vingåker,SE0428
24900,23600,23800,2010, Gnesta,SE0461
25600,23600,24000,2010, Nyköping,SE0480
25500,23800,24100,2010, Oxelösund,SE0481
25300,24100,24300,2010, Flen,SE0482
25300,24000,24300,2010, Katrineholm,SE0483
25700,24500,24800,2010, Eskilstuna,SE0484
25500,24200,24400,2010, Strängnäs,SE0486
27300,24600,25000,2010, Trosa,SE0488
26500,23200,23700,2010, Ödeshög,SE0509
24800,23300,23500,2010, Ydre,SE0512
25100,23200,23600,2010, Kinda,SE0513
27300,24300,24700,2010, Boxholm,SE0560
25700,23900,24200,2010, Åtvidaberg,SE0561
24900,22600,23000,2010, Finspång,SE0562
27700,23700,24500,2010, Valdemarsvik,SE0563
25700,24300,24600,2010, Linköping,SE0580
24900,23400,23700,2010, Norrköping,SE0581
27300,24200,24800,2010, Söderköping,SE0582
25700,24300,24600,2010, Motala,SE0583
26800,24700,25100,2010, Vadstena,SE0584
26100,23900,24300,2010, Mjölby,SE0586
26500,23600,24000,2010, Aneby,SE0604
27200,24100,24600,2010, Gnosjö,SE0617
25600,23600,24000,2010, Mullsjö,SE0642
26700,23900,24400,2010, Habo,SE0643
26200,23700,24200,2010, Gislaved,SE0662
26500,23900,24300,2010, Vaggeryd,SE0665
25500,23800,24200,2010, Jönköping,SE0680
25800,24000,24300,2010, Nässjö,SE0682
26500,24500,24800,2010, Värnamo,SE0683
26600,24000,24400,2010, Sävsjö,SE0684
25500,23500,23800,2010, Vetlanda,SE0685
24700,23400,23600,2010, Eksjö,SE0686
25700,23400,23900,2010, Tranås,SE0687
27400,24400,24800,2010, Uppvidinge,SE0760
25700,24300,24500,2010, Lessebo,SE0761
25800,23900,24200,2010, Tingsryd,SE0763
26100,23700,24100,2010, Alvesta,SE0764
26700,23900,24300,2010, Älmhult,SE0765
26900,23900,24400,2010, Markaryd,SE0767
25900,24300,24600,2010, Växjö,SE0780
26100,23900,24300,2010, Ljungby,SE0781
25200,23300,23600,2010, Högsby,SE0821
27400,24300,24900,2010, Torsås,SE0834
23500,22100,22300,2010, Mörbylånga,SE0840
25800,23900,24200,2010, Hultsfred,SE0860
25300,23900,24200,2010, Mönsterås,SE0861
26300,24000,24400,2010, Emmaboda,SE0862
24500,23800,24000,2010, Kalmar,SE0880
25200,23700,24000,2010, Nybro,SE0881
26200,23900,24300,2010, Oskarshamn,SE0882
25100,23000,23500,2010, Västervik,SE0883
25800,23600,23900,2010, Vimmerby,SE0884
25900,24100,24300,2010, Borgholm,SE0885
28200,24800,25600,2010, Gotland,SE0980
26900,23200,23700,2010, Olofström,SE1060
25200,23500,23900,2010, Karlskrona,SE1080
24400,23500,23600,2010, Ronneby,SE1081
25700,24000,24300,2010, Karlshamn,SE1082
25600,23600,23900,2010, Sölvesborg,SE1083
24400,23200,23400,2010, Svalöv,SE1214
27400,25300,25800,2010, Staffanstorp,SE1230
25000,23900,24100,2010, Burlöv,SE1231
26800,26300,26400,2010, Vellinge,SE1233
27200,24100,24700,2010, Östra Göinge,SE1256
26200,23400,23800,2010, Örkelljunga,SE1257
25400,23900,24100,2010, Bjuv,SE1260
25300,23800,24000,2010, Kävlinge,SE1261
27300,25200,25600,2010, Lomma,SE1262
27100,24600,25100,2010, Svedala,SE1263
26000,24000,24400,2010, Skurup,SE1264
25400,24400,24600,2010, Sjöbo,SE1265
25900,24400,24700,2010, Hörby,SE1266
25800,24100,24400,2010, Höör,SE1267
26900,24500,24900,2010, Tomelilla,SE1270
27000,24000,24400,2010, Bromölla,SE1272
25800,23500,24000,2010, Osby,SE1273
26300,23500,24000,2010, Perstorp,SE1275
25900,23600,24100,2010, Klippan,SE1276
24600,23600,23800,2010, Åstorp,SE1277
25900,24400,24700,2010, Båstad,SE1278
25100,24000,24300,2010, Malmö,SE1280
24900,23900,24200,2010, Lund,SE1281
24900,23500,23800,2010, Landskrona,SE1282
26700,24600,25100,2010, Helsingborg,SE1283
26000,24100,24500,2010, Höganäs,SE1284
25300,23800,24100,2010, Eslöv,SE1285
25900,24600,24900,2010, Ystad,SE1286
26300,24000,24500,2010, Trelleborg,SE1287
25700,24200,24500,2010, Kristianstad,SE1290
26300,24200,24600,2010, Simrishamn,SE1291
25600,23900,24300,2010, Ängelholm,SE1292
26200,23700,24100,2010, Hässleholm,SE1293
26000,24000,24300,2010, Hylte,SE1315
26500,24200,24700,2010, Halmstad,SE1380
26200,24100,24500,2010, Laholm,SE1381
25800,24000,24300,2010, Falkenberg,SE1382
26100,24200,24600,2010, Varberg,SE1383
26300,24400,24700,2010, Kungsbacka,SE1384
25700,24600,24800,2010, Härryda,SE1401
25900,24300,24700,2010, Partille,SE1402
27800,24800,25400,2010, Öckerö,SE1407
26100,24300,24600,2010, Stenungsund,SE1415
27100,24600,24900,2010, Tjörn,SE1419
26500,23700,24100,2010, Orust,SE1421
26400,24500,24800,2010, Sotenäs,SE1427
26900,24000,24400,2010, Munkedal,SE1430
26200,23900,24300,2010, Tanum,SE1435
26000,23900,24300,2010, Dals-Ed,SE1438
26200,23200,23700,2010, Färgelanda,SE1439
26500,24900,25200,2010, Ale,SE1440
25900,24200,24500,2010, Lerum,SE1441
24000,22300,22600,2010, Vårgårda,SE1442
26500,23600,24000,2010, Bollebygd,SE1443
25700,23800,24000,2010, Grästorp,SE1444
25300,23600,23800,2010, Essunga,SE1445
25800,23700,24000,2010, Karlsborg,SE1446
25500,23400,23800,2010, Gullspång,SE1447
26900,23600,24100,2010, Tranemo,SE1452
24300,23700,23800,2010, Bengtsfors,SE1460
25100,23500,23800,2010, Mellerud,SE1461
26400,23500,23900,2010, Lilla Edet,SE1462
25100,23800,24100,2010, Mark,SE1463
26200,23800,24200,2010, Svenljunga,SE1465
26400,23500,24000,2010, Herrljunga,SE1466
25900,23500,23900,2010, Vara,SE1470
25200,23800,24100,2010, Götene,SE1471
26600,24000,24500,2010, Tibro,SE1472
25500,23900,24100,2010, Töreboda,SE1473
25800,24200,24600,2010, Göteborg,SE1480
25700,24500,24700,2010, Mölndal,SE1481
26000,23500,24000,2010, Kungälv,SE1482
25900,23500,23900,2010, Lysekil,SE1484
25900,24400,24800,2010, Uddevalla,SE1485
27100,24700,25200,2010, Strömstad,SE1486
24700,24000,24100,2010, Vänersborg,SE1487
26000,24900,25100,2010, Trollhättan,SE1488
25300,24100,24400,2010, Alingsås,SE1489
24600,23500,23800,2010, Borås,SE1490
25200,23700,23900,2010, Ulricehamn,SE1491
26100,23800,24200,2010, Åmål,SE1492
25800,23800,24200,2010, Mariestad,SE1493
25800,24300,24600,2010, Lidköping,SE1494
26900,23800,24300,2010, Skara,SE1495
25700,23900,24300,2010, Skövde,SE1496
25300,23600,23900,2010, Hjo,SE1497
23900,23200,23400,2010, Tidaholm,SE1498
25800,23700,24100,2010, Falköping,SE1499
25400,23300,23600,2010, Kil,SE1715
25700,23600,23900,2010, Eda,SE1730
25800,24100,24500,2010, Torsby,SE1737
26000,24000,24300,2010, Storfors,SE1760
24500,23800,24000,2010, Hammarö,SE1761
25400,24300,24500,2010, Munkfors,SE1762
24300,23600,23700,2010, Forshaga,SE1763
25700,23700,24100,2010, Grums,SE1764
25400,23800,24000,2010, Årjäng,SE1765
24900,23400,23700,2010, Sunne,SE1766
25700,24100,24500,2010, Karlstad,SE1780
26200,24400,24800,2010, Kristinehamn,SE1781
24800,23300,23600,2010, Filipstad,SE1782
24500,24300,24400,2010, Hagfors,SE1783
25200,23300,23700,2010, Arvika,SE1784
25700,23400,23800,2010, Säffle,SE1785
24900,23500,23700,2010, Lekeberg,SE1814
27700,24100,24500,2010, Laxå,SE1860
25300,23100,23500,2010, Hallsberg,SE1861
26000,25000,25200,2010, Degerfors,SE1862
24200,24100,24200,2010, Hällefors,SE1863
27200,24100,24500,2010, Ljusnarsberg,SE1864
24300,23600,23800,2010, Örebro,SE1880
24700,23100,23400,2010, Kumla,SE1881
23800,23600,23700,2010, Askersund,SE1882
25200,23900,24100,2010, Karlskoga,SE1883
26500,24400,24700,2010, Nora,SE1884
25700,23800,24200,2010, Lindesberg,SE1885
26400,23600,24100,2010, Skinnskatteberg,SE1904
24800,23500,23700,2010, Surahammar,SE1907
25700,23600,23900,2010, Kungsör,SE1960
25100,23800,24000,2010, Hallstahammar,SE1961
25400,23900,24100,2010, Norberg,SE1962
26000,24000,24500,2010, Västerås,SE1980
25800,24000,24400,2010, Sala,SE1981
24200,24000,24000,2010, Fagersta,SE1982
25900,23500,23900,2010, Köping,SE1983
24900,23500,23700,2010, Arboga,SE1984
24300,23200,23400,2010, Vansbro,SE2021
24900,23200,23500,2010, Malung-Sälen,SE2023
25200,23600,23800,2010, Gagnef,SE2026
25100,23700,24000,2010, Leksand,SE2029
24800,22900,23300,2010, Rättvik,SE2031
24700,24000,24100,2010, Orsa,SE2034
25700,23700,24000,2010, Älvdalen,SE2039
24500,23200,23400,2010, Smedjebacken,SE2061
25100,23100,23500,2010, Mora,SE2062
25300,23800,24100,2010, Falun,SE2080
24400,23500,23700,2010, Borlänge,SE2081
24400,23300,23500,2010, Säter,SE2082
24700,23400,23700,2010, Hedemora,SE2083
26600,24300,24600,2010, Avesta,SE2084
25200,23700,24000,2010, Ludvika,SE2085
25300,22200,22600,2010, Ockelbo,SE2101
24900,22500,22900,2010, Hofors,SE2104
26500,24200,24600,2010, Ovanåker,SE2121
24500,23400,23600,2010, Nordanstig,SE2132
25900,24000,24300,2010, Ljusdal,SE2161
26100,24600,24900,2010, Gävle,SE2180
26200,24200,24500,2010, Sandviken,SE2181
24300,22400,22800,2010, Söderhamn,SE2182
25500,23700,24100,2010, Bollnäs,SE2183
24600,23300,23600,2010, Hudiksvall,SE2184
25500,24000,24300,2010, Ånge,SE2260
24300,23500,23700,2010, Timrå,SE2262
